respondentID,travel_frequency,recline,height,children,arm_rests,middle_arm_rest,window_shade,unsold_seat,talkative,get_up,recline_obligation,rude_recline,remove_recline,switch_friend,switch_family,wakeup_bathroom,wakeup_walk,baby,unruly_children,electronics,smoke,gender,age,income,education,college,region
807,Occasionally,Usually,67,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,No,No,Somewhat,No,No,Female,50,$100-150k,Some college or Associate degree,college,Pacific
808,Occasionally,Always,61,No,Other (please specify),The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Somewhat,Somewhat,Somewhat,Somewhat,No,Somewhat,No,No,Female,21,$25-50k,Bachelor degree,college,Pacific
809,Occasionally,Usually,66,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Yes,No,No,Female,73,$100-150k,Graduate degree,college,Pacific
810,Occasionally,Usually,68,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,46,$50-100k,Some college or Associate degree,college,Middle Atlantic
811,Occasionally,Once in a while,66,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,No,No,No,Female,19,<$25k,Some college or Associate degree,college,East North Central
812,Occasionally,Once in a while,69,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Yes,No,Somewhat,No,No,not_Female,83,$100-150k,Graduate degree,college,West South Central
813,Occasionally,Usually,70,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Yes,Yes,No,not_Female,27,<$25k,Some college or Associate degree,college,West North Central
814,Occasionally,Once in a while,67,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Once,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,23,<$25k,Some college or Associate degree,college,West South Central
815,Occasionally,Usually,69,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Somewhat,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,Somewhat,Yes,Yes,No,Female,46,>$150k,Graduate degree,college,Middle Atlantic
816,Occasionally,Never,65,No,The person in the middle seat gets both arm rests,The person by the window,Everyone in the row should have some say,Somewhat,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,Somewhat,Yes,Yes,Somewhat,Yes,No,No,Female,61,>$150k,Graduate degree,college,East North Central
817,Occasionally,Once in a while,73,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,31,$100-150k,Bachelor degree,college,Pacific
818,Occasionally,Usually,66,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,Yes,No,No,not_Female,78,$50-100k,Graduate degree,college,Pacific
820,Occasionally,Usually,69,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Yes,No,Somewhat,No,No,not_Female,60,$100-150k,Graduate degree,college,East North Central
821,Occasionally,Always,64,No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,Somewhat,Yes,Yes,No,Female,20,$100-150k,Bachelor degree,college,Middle Atlantic
822,Occasionally,Usually,65,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,Yes,No,Female,18,$100-150k,Bachelor degree,college,Pacific
823,Occasionally,Once in a while,62,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Yes,Somewhat,Somewhat,Yes,No,not_Female,21,$50-100k,Some college or Associate degree,college,East South Central
824,Occasionally,About half the time,69,No,Other (please specify),The person by the window,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,48,$50-100k,Bachelor degree,college,Pacific
825,Occasionally,Once in a while,66,No,Other (please specify),The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,Somewhat,Yes,Somewhat,Somewhat,No,No,not_Female,23,$50-100k,Bachelor degree,college,South Atlantic
826,Occasionally,Never,68,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,Somewhat,Somewhat,No,Somewhat,No,No,not_Female,50,$25-50k,Graduate degree,college,Middle Atlantic
827,Occasionally,About half the time,63,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,Yes,No,Female,23,$50-100k,Some college or Associate degree,college,East North Central
828,Occasionally,Always,67,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,No,Yes,No,Female,23,$100-150k,Some college or Associate degree,college,Pacific
829,Occasionally,About half the time,69,Yes,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,Somewhat,No,No,not_Female,47,$100-150k,Some college or Associate degree,college,Middle Atlantic
830,Occasionally,Once in a while,64,No,The arm rests should be shared,The person by the window,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,Somewhat,Somewhat,Somewhat,Somewhat,No,No,Female,24,$25-50k,High school degree,HS,Middle Atlantic
831,Occasionally,Once in a while,68,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Once,"No, the person on the flight has no obligation to the person behind them",Somewhat,No,Somewhat,No,No,Somewhat,Somewhat,Somewhat,No,No,Female,21,$50-100k,Some college or Associate degree,college,Mountain
832,Occasionally,Never,63,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,Somewhat,No,Somewhat,No,No,No,No,not_Female,19,<$25k,High school degree,HS,West North Central
833,Occasionally,Once in a while,69,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,No,No,Somewhat,No,No,Female,55,$50-100k,Some college or Associate degree,college,Middle Atlantic
834,Occasionally,Always,68,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,Yes,No,No,not_Female,50,$50-100k,Bachelor degree,college,Mountain
835,Occasionally,Never,70,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,No,No,Yes,Yes,No,No,not_Female,44,$25-50k,Some college or Associate degree,college,West North Central
836,Occasionally,Once in a while,71,No,Other (please specify),Other (please specify),Everyone in the row should have some say,Yes,Yes,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,Yes,Yes,No,No,not_Female,34,<$25k,Bachelor degree,college,Middle Atlantic
837,Occasionally,Always,64,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,No,No,No,Female,19,$50-100k,Some college or Associate degree,college,South Atlantic
